idBoleto;idEmpresa;dataVecto;valorParc;total;origem;motivoDescarteApp
7449986;75;2026-09-10;343,24;343,24;0;Lido pelo App
7449987;75;2026-09-10;343,24;343,24;0;Lido pelo App
7449988;75;2026-09-10;343,24;343,24;0;Lido pelo App
7449989;75;2026-09-10;343,24;343,24;0;Lido pelo App
7449990;75;2026-09-10;343,24;343,24;0;Lido pelo App
7449991;75;2026-09-10;343,24;343,24;0;Lido pelo App
7449992;75;2026-09-10;343,24;343,24;0;Lido pelo App
7449993;75;2026-09-10;343,24;343,24;0;Lido pelo App
7449994;75;2026-09-10;343,24;343,24;0;Lido pelo App
7449995;75;2026-09-10;343,24;343,24;0;Lido pelo App
7449996;75;2026-09-10;343,24;343,24;0;Lido pelo App
7449997;75;2026-09-10;343,24;343,24;0;Lido pelo App
7449998;75;2026-09-10;343,24;343,24;0;Lido pelo App
7449999;75;2026-09-10;343,24;343,24;0;Lido pelo App
7450000;75;2026-09-10;343,24;343,24;0;Lido pelo App
7450001;75;2026-09-10;343,24;343,24;0;Lido pelo App
7450002;75;2026-09-10;373,24;373,24;0;Lido pelo App
7450003;75;2026-09-10;343,24;343,24;0;Lido pelo App
7450004;75;2026-09-10;343,24;343,24;0;Lido pelo App
7450005;75;2026-09-10;343,24;343,24;0;Lido pelo App
7450006;75;2026-09-10;343,24;343,24;0;Lido pelo App
7450007;75;2026-09-10;343,24;343,24;0;Lido pelo App
7450008;75;2026-09-10;343,24;343,24;0;Lido pelo App
7450009;75;2026-09-10;343,24;343,24;0;Lido pelo App
7450010;75;2026-09-10;343,24;343,24;0;Lido pelo App
7450011;75;2026-09-10;343,24;343,24;0;Lido pelo App
7450012;75;2026-09-10;343,24;343,24;0;Lido pelo App
7450013;75;2026-09-10;343,24;343,24;0;Lido pelo App
7450014;75;2026-09-10;373,24;373,24;0;Lido pelo App
7450015;75;2026-09-10;343,24;343,24;0;Lido pelo App
7450016;75;2026-09-10;343,24;343,24;0;Lido pelo App
7450017;75;2026-09-10;343,24;343,24;0;Lido pelo App
7450018;75;2026-09-10;343,24;343,24;0;Lido pelo App
7450019;75;2026-09-10;343,24;343,24;0;Lido pelo App
7450020;75;2026-09-10;343,24;343,24;0;Lido pelo App
7450021;75;2026-09-10;343,24;343,24;0;Lido pelo App
7450022;75;2026-09-10;343,24;343,24;0;Lido pelo App
7450023;75;2026-09-10;343,24;343,24;0;Lido pelo App
7450024;75;2026-09-10;343,24;343,24;0;Lido pelo App
7450025;75;2026-09-10;343,24;343,24;0;Lido pelo App
7450026;75;2026-09-10;343,24;343,24;0;Lido pelo App
